Sample_code;Project;Cruise_year;Cruise_number;Station_event_code;Station_number;Sampling_tool;Sampling_tool_serial_id;Core_code;Slice_interval_from_cm;Slice_interval_to_cm;Longitude;Latitude;Position_info;Depth;Batch_code;Naphthalene_µg/kg;2-Methylnaphthalene_µg/kg;1-Methylnaphthalene_µg/kg;Biphenyl_µg/kg;C2-Naphthalenes_µg/kg;2,6-Dimethylnaphthalene_µg/kg;1,3-Dimethylnaphthalene_µg/kg;2,3-Dimethylnaphthalene_µg/kg;1,4-Dimethylnaphthalene_µg/kg;C3-Naphthalenes_µg/kg;Acenaphthylene_µg/kg;Acenaphthene_µg/kg;Dibenzofuran_µg/kg;1,3,7-Trimethylnaphthalene_µg/kg;2,3,5-Trimethylnaphthalene_µg/kg;1,2,3-Trimethylnaphthalene_µg/kg;1,4,6,7-Tetramethylnaphthalene_µg/kg;1,2,5,6-Tetramethylnaphthalene_µg/kg;Fluorene_µg/kg;1-Methylfluorene_µg/kg;Dibenzothiophene_µg/kg;Phenanthrene_µg/kg;Anthracene_µg/kg;C1-Phenanthrenes_µg/kg;C2-Phenanthrenes_µg/kg;C3-Phenanthrenes_µg/kg;C1-Dibenzothiophenes_µg/kg;C2-Dibenzothiophenes_µg/kg;C3-Dibenzothiophenes_µg/kg;4-Methyldibenzothiophene_µg/kg;3-Methylphenanthrene_µg/kg;2-Methylphenanthrene_µg/kg;9-Methylphenanthrene_µg/kg;1-Methylphenanthrene_µg/kg;4-Ethyldibenzothiophene_µg/kg;3,6-Dimethylphenanthrene_µg/kg;4-Propyldibenzothiophene_µg/kg;(1,5+1,7)-Dimethylphenanthrenes_µg/kg;1,5-Dimethylphenanthrene_µg/kg;1,7-Dimethylphenanthrene_µg/kg;1,2-Dimethylphenanthrene_µg/kg;2,6,9-Trimethylphenanthrene_µg/kg;1,2,6-Trimethylphenanthrene_µg/kg;(1,2,5+1,2,7)-Trimethylphenanthrenes_µg/kg;1,2,7-Trimethylphenanthrene_µg/kg;1,2,6,9-Tetramethylphenanthrene_µg/kg;Fluoranthene_µg/kg;Pyrene_µg/kg;Benz[a]anthracene_µg/kg;Chrysene_µg/kg;1-Methylchrysene_µg/kg;6-Ethylchrysene_µg/kg;6-Propylchrysene_µg/kg;Benzo[b,j,k]fluoranthenes_µg/kg;Benzo[b]fluoranthene_µg/kg;Benzo[k]fluoranthene_µg/kg;Benzo[j]fluoranthene_µg/kg;Benzo[e]pyrene_µg/kg;Benzo[a]pyrene_µg/kg;Perylene_µg/kg;Indeno[1,2,3-cd]pyrene_µg/kg;Dibenz[a,h]anthracene_µg/kg;Benzo[ghi]perylene_µg/kg;THC_mg/kg;BDE_28_µg/kg;BDE_35_µg/kg;BDE_75_µg/kg;BDE_49_µg/kg;BDE_71_µg/kg;BDE_49+BDE_71_µg/kg;BDE_47_µg/kg;BDE_66_µg/kg;BDE_77_µg/kg;BDE_100_µg/kg;BDE_119_µg/kg;BDE_99_µg/kg;BDE_118_µg/kg;BDE_85_µg/kg;BDE_154_µg/kg;BDE_153_µg/kg;BDE_138_µg/kg;BDE_183_µg/kg;BDE_181_µg/kg;BDE_190_µg/kg;BDE_207_µg/kg;BDE_203_µg/kg;BDE_196_µg/kg;BDE_205_µg/kg;BDE_195_µg/kg;BDE_206_µg/kg;BDE_209_µg/kg;PCB_28_µg/kg;PCB_31_µg/kg;PCB_52_µg/kg;PCB_101_µg/kg;PCB_105_µg/kg;PCB_118_µg/kg;PCB_138_µg/kg;PCB_153_µg/kg;PCB_156_µg/kg;PCB_180_µg/kg;p,p'-DDD_µg/kg;p,p'-DDE_µg/kg;p,p'-DDT_µg/kg;HCB_µg/kg;α-HCH_µg/kg;β-HCH_µg/kg;γ-HCH_µg/kg;trans-Nonachlor_µg/kg;Dieldrin_µg/kg;Siloxane_D4_µg/kg;Siloxane_D5_µg/kg;Siloxane_D6_µg/kg;SCCP_µg/kg;MCCP_µg/kg;LCCP_µg/kg;TEP_µg/kg;TCEP_µg/kg;TPrP_µg/kg;TCIPP_µg/kg;TiBP_µg/kg;TiBP+TnBP_µg/kg;BdPhP_µg/kg;TPHP_µg/kg;DBPhP_µg/kg;TnBP_µg/kg;TDCIPP_µg/kg;TBOEP_µg/kg;TCP_µg/kg;EHDP_µg/kg;TEHP_µg/kg;TXP_µg/kg;TIPPP_µg/kg;TTBPP_µg/kg;2-IPPDPP_µg/kg;4-IPPDPP_µg/kg;B4IPPPP+isomerer_µg/kg;4-tert-Octylphenol_µg/kg;4-tert-Octylphenol_monoethoxylate_µg/kg;4-tert-Octylphenol_diethoxylate_µg/kg;4-Nonylphenol_µg/kg;4-Nonylphenol_monoethoxylate_µg/kg;4-Nonylphenol_diethoxylate_µg/kg;Bisphenol_A_µg/kg;PFOSA_µg/kg;PFBS_µg/kg;PFPS_µg/kg;PFHxS_µg/kg;PFHpS_µg/kg;brPFOS_µg/kg;linPFOS_µg/kg;PFOS_µg/kg;PFNS_µg/kg;PFDcS_µg/kg;PFHxA_µg/kg;PFHpA_µg/kg;PFOA_µg/kg;PFNA_µg/kg;PFDcA_µg/kg;PFUnDA_µg/kg;PFDoA_µg/kg;PFTriA_µg/kg;PFTeA_µg/kg;4:2_FTS_µg/kg;6:2_FTS_µg/kg;8:2_FTS_µg/kg;Dibromoaldrin_µg/kg;Dechlorane_601_µg/kg;Dechlorane_602_µg/kg;Dechlorane_603_µg/kg;Dechlorane_604_µg/kg;Dechlorane_plus_syn_µg/kg;Dechlorane_plus_anti_µg/kg
2006612R01MC85B_20-21;Mareano (2006- );2006;612;R01MC85;R01;MC;85;B;20;21;21.677283;70.463817;2;-466.27;2011-4;0.70;1.6;1.1;;6.2;;;;;7.0;<0.5;<0.5;;;;;;;0.80;;<0.5;4.2;<0.5;5.2;3.7;3.6;0.60;1.0;1.0;;;;;;;;;;;;;;;;;;7.9;3.9;2.8;3.4;;;;45;;;;13;3.1;5.6;33;3.3;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R01MC85B_21-22;Mareano (2006- );2006;612;R01MC85;R01;MC;85;B;21;22;21.677283;70.463817;2;-466.27;2011-4;0.80;1.6;1.0;;5.5;;;;;5.2;<0.5;<0.5;;;;;;;0.60;;<0.5;3.6;<0.5;4.9;3.5;3.3;0.50;0.90;0.90;;;;;;;;;;;;;;;;;;6.6;3.3;2.2;2.8;;;;34;;;;10;2.5;6.1;25;3.0;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R01MC85B_22-23;Mareano (2006- );2006;612;R01MC85;R01;MC;85;B;22;23;21.677283;70.463817;2;-466.27;2011-4;0.90;1.7;1.1;;5.8;;;;;5.6;<0.5;<0.5;;;;;;;0.60;;<0.5;3.5;<0.5;4.8;3.5;3.3;0.50;0.90;0.90;;;;;;;;;;;;;;;;;;6.2;3.1;2.2;2.7;;;;34;;;;10;2.4;5.8;25;3.0;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R03MC110B_00-01;Mareano (2006- );2006;612;R03MC110;R03;MC;110;B;0;1;22.41584;71.32973;2;-433.52;2011-4;2.0;4.9;4.0;;21;;;;;19;<0.5;<0.5;;;;;;;1.1;;0.50;7.3;<0.5;12;10;11;1.2;2.3;2.0;;;;;;;;;;;;;;;;;;4.1;4.0;2.5;5.7;;;;33;;;;11;3.5;20;15;2.3;11;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R03MC110B_00-01;Mareano (2006- );2006;612;R03MC110;R03;MC;110;B;0;1;22.41584;71.32973;2;-433.52;2013-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<0.03;0.04;0.03;<0.03;<0.03;;<0.03;0.45;0.10;0.19;<0.03;<0.03;0.26;0.15;<0.03;<0.03;<0.03;0.05;0.08;<0.03;<0.03;<0.03;<0.03;<0.03;<0.03;0.04;<0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R03MC110B_02-03;Mareano (2006- );2006;612;R03MC110;R03;MC;110;B;2;3;22.41584;71.32973;2;-433.52;2011-4;2.2;5.1;3.1;;16;;;;;17;<0.5;<0.5;;;;;;;0.80;;0.60;7.8;<0.5;11;9.0;8.7;1.1;2.0;1.5;;;;;;;;;;;;;;;;;;4.1;4.1;1.7;5.1;;;;33;;;;11;3.2;16;19;2.0;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R03MC110B_04-05;Mareano (2006- );2006;612;R03MC110;R03;MC;110;B;4;5;22.41584;71.32973;2;-433.52;2011-4;2.3;5.2;3.3;;17;;;;;19;<0.5;<0.5;;;;;;;0.80;;0.60;8.3;<0.5;12;9.7;8.8;1.3;2.2;1.7;;;;;;;;;;;;;;;;;;4.7;5.4;1.6;5.5;;;;42;;;;14;4.1;18;23;2.5;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R03MC110B_06-07;Mareano (2006- );2006;612;R03MC110;R03;MC;110;B;6;7;22.41584;71.32973;2;-433.52;2011-4;2.3;4.8;3.8;;15;;;;;14;<0.5;<0.5;;;;;;;0.80;;0.60;7.5;<0.5;12;7.9;8.7;1.0;1.7;1.4;;;;;;;;;;;;;;;;;;4.5;5.6;5.2;5.7;;;;54;;;;17;3.7;16;24;3.5;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R03MC110B_08-09;Mareano (2006- );2006;612;R03MC110;R03;MC;110;B;8;9;22.41584;71.32973;2;-433.52;2011-4;1.9;4.8;2.8;;15;;;;;16;<0.5;<0.5;;;;;;;1.0;;0.60;8.5;0.70;12;8.6;8.2;1.1;1.9;1.3;;;;;;;;;;;;;;;;;;5.3;5.9;2.5;3.8;;;;33;;;;12;2.3;17;19;2.1;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R03MC110B_10-11;Mareano (2006- );2006;612;R03MC110;R03;MC;110;B;10;11;22.41584;71.32973;2;-433.52;2011-4;1.9;5.0;3.0;;15;;;;;15;<0.5;<0.5;;;;;;;0.70;;<0.5;6.9;<0.5;11;8.6;8.2;1.1;1.9;1.4;;;;;;;;;;;;;;;;;;2.7;3.3;1.2;2.3;;;;14;;;;7.5;2.0;16;6.0;1.0;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R03MC110B_12-13;Mareano (2006- );2006;612;R03MC110;R03;MC;110;B;12;13;22.41584;71.32973;2;-433.52;2011-4;1.8;5.0;3.0;;16;;;;;17;<0.5;<0.5;;;;;;;0.70;;0.50;6.9;<0.5;12;8.7;8.1;1.1;2.0;1.4;;;;;;;;;;;;;;;;;;2.5;3.1;1.3;2.4;;;;13;;;;7.1;1.9;16;5.2;1.1;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R03MC110B_14-15;Mareano (2006- );2006;612;R03MC110;R03;MC;110;B;14;15;22.41584;71.32973;2;-433.52;2011-4;2.0;5.3;3.2;;16;;;;;16;<0.5;<0.5;;;;;;;0.70;;0.50;7.3;<0.5;12;8.9;8.5;1.1;2.0;1.4;;;;;;;;;;;;;;;;;;2.5;3.2;1.3;2.3;;;;13;;;;7.6;1.5;17;4.6;0.90;6.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R05MC112B_00-01;Mareano (2006- );2006;612;R05MC112;R05;MC;112;B;0;1;22.526302;71.295452;2;-421.87;2011-4;1.3;3.5;2.8;;15;;;;;14;<0.5;<0.5;;;;;;;1.0;;0.50;5.5;<0.5;9.1;7.2;8.0;0.90;1.7;1.8;;;;;;;;;;;;;;;;;;3.0;2.9;1.8;4.5;;;;25;;;;7.7;2.4;14;13;2.0;8.4;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R05MC112B_00-01;Mareano (2006- );2006;612;R05MC112;R05;MC;112;B;0;1;22.526302;71.295452;2;-421.87;2013-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<0.03;<0.03;<0.03;<0.03;<0.03;;<0.03;0.40;0.08;<0.03;<0.03;<0.03;0.22;0.07;<0.03;<0.03;<0.03;0.05;0.04;<0.03;<0.03;<0.03;<0.03;<0.03;<0.03;<0.03;<0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R05MC112B_02-03;Mareano (2006- );2006;612;R05MC112;R05;MC;112;B;2;3;22.526302;71.295452;2;-421.87;2011-4;1.7;3.6;2.8;;12;;;;;12;<0.5;<0.5;;;;;;;<0.5;;0.50;5.7;<0.5;9.1;6.1;6.0;0.80;1.5;1.3;;;;;;;;;;;;;;;;;;2.7;2.7;1.3;3.9;;;;30;;;;9.2;1.9;11;17;2.6;9.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R05MC112B_04-05;Mareano (2006- );2006;612;R05MC112;R05;MC;112;B;4;5;22.526302;71.295452;2;-421.87;2011-4;1.8;3.6;3.0;;12;;;;;13;<0.5;<0.5;;;;;;;<0.5;;<0.5;5.3;<0.5;9.5;6.6;6.4;0.90;1.6;1.4;;;;;;;;;;;;;;;;;;1.9;2.9;0.90;2.0;;;;16;;;;7.6;1.8;11;7.7;1.5;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R05MC112B_06-07;Mareano (2006- );2006;612;R05MC112;R05;MC;112;B;6;7;22.526302;71.295452;2;-421.87;2011-4;1.7;3.6;3.1;;13;;;;;13;<0.5;<0.5;;;;;;;<0.5;;<0.5;5.1;<0.5;9.7;7.0;7.1;1.0;1.8;1.6;;;;;;;;;;;;;;;;;;1.5;3.1;0.80;1.6;;;;12;;;;7.8;2.0;14;3.9;1.0;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R05MC112B_08-09;Mareano (2006- );2006;612;R05MC112;R05;MC;112;B;8;9;22.526302;71.295452;2;-421.87;2011-4;1.6;3.9;3.4;;15;;;;;17;<0.5;<0.5;;;;;;;0.60;;<0.5;5.3;<0.5;11;7.9;8.4;1.1;2.1;1.9;;;;;;;;;;;;;;;;;;1.6;3.4;1.0;1.7;;;;13;;;;8.6;2.3;16;4.6;1.1;7.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R05MC112B_10-11;Mareano (2006- );2006;612;R05MC112;R05;MC;112;B;10;11;22.526302;71.295452;2;-421.87;2011-4;2.1;4.8;3.0;;17;;;;;19;<0.5;<0.5;;;;;;;0.80;;0.50;7.0;<0.5;12;9.6;9.6;1.2;2.3;1.7;;;;;;;;;;;;;;;;;;1.9;3.6;1.2;2.2;;;;13;;;;9.0;2.9;19;3.6;0.80;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R05MC112B_12-13;Mareano (2006- );2006;612;R05MC112;R05;MC;112;B;12;13;22.526302;71.295452;2;-421.87;2011-4;1.8;4.5;4.0;;18;;;;;20;<0.5;<0.5;;;;;;;0.80;;<0.5;6.4;<0.5;13;9.8;11;1.3;2.6;2.3;;;;;;;;;;;;;;;;;;1.9;3.1;1.1;1.8;;;;13;;;;8.9;1.9;18;4.8;1.4;8.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R05MC112B_14-15;Mareano (2006- );2006;612;R05MC112;R05;MC;112;B;14;15;22.526302;71.295452;2;-421.87;2011-4;1.9;4.6;4.1;;18;;;;;20;<0.5;<0.5;;;;;;;0.80;;<0.5;6.4;<0.5;13;9.7;9.9;1.5;2.6;2.4;;;;;;;;;;;;;;;;;;1.9;2.9;1.1;1.8;;;;13;;;;8.5;2.0;16;4.5;1.3;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R05MC112B_16-17;Mareano (2006- );2006;612;R05MC112;R05;MC;112;B;16;17;22.526302;71.295452;2;-421.87;2011-4;1.7;4.4;4.0;;18;;;;;19;<0.5;<0.5;;;;;;;0.80;;<0.5;6.2;<0.5;12;9.7;9.5;1.2;2.5;2.5;;;;;;;;;;;;;;;;;;2.2;3.0;1.2;2.0;;;;15;;;;8.8;2.2;16;6.0;1.3;8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R05MC112B_18-19;Mareano (2006- );2006;612;R05MC112;R05;MC;112;B;18;19;22.526302;71.295452;2;-421.87;2011-4;2.0;4.8;4.4;;19;;;;;21;<0.5;<0.5;;;;;;;1.0;;0.50;6.8;<0.5;15;11;10;1.4;2.7;2.4;;;;;;;;;;;;;;;;;;2.0;2.9;1.2;2.0;;;;13;;;;9.0;2.3;16;5.0;1.5;8.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R10MC96B_00-01;Mareano (2006- );2006;612;R10MC96;R10;MC;96;B;0;1;21.45365;71.21042;2;-322.08;2011-4;1.4;2.7;2.1;;11;;;;;7.4;<0.5;<0.5;;;;;;;0.50;;<0.5;3.9;<0.5;5.3;4.5;4.2;<0.5;0.80;0.70;;;;;;;;;;;;;;;;;;2.3;1.8;1.2;2.8;;;;15;;;;4.5;1.6;7.3;8.9;1.2;5.4;2.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R10MC96B_00-01;Mareano (2006- );2006;612;R10MC96;R10;MC;96;B;0;1;21.45365;71.21042;2;-322.08;2013-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<0.03;<0.03;<0.03;<0.03;<0.03;;0.35;0.09;0.03;1.5;1.3;<0.03;0.13;0.12;<0.03;<0.03;<0.03;0.04;<0.03;<0.03;<0.03;<0.03;<0.03;<0.03;0.16;0.18;2.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R10MC96B_00-01;Mareano (2006- );2006;612;R10MC96;R10;MC;96;B;0;1;21.45365;71.21042;2;-322.08;2016-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.04;<0.02;0.03;0.04;0.05;0.03;<0.02;0.04;<0.02;0.10;0.16;0.10;0.08;<0.02;0.03;0.03;<0.02;0.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R10MC96B_02-03;Mareano (2006- );2006;612;R10MC96;R10;MC;96;B;2;3;21.45365;71.21042;2;-322.08;2011-4;1.5;2.7;1.5;;7.7;;;;;7.8;<0.5;<0.5;;;;;;;<0.5;;<0.5;4.9;<0.5;5.8;4.2;3.5;0.50;0.90;0.60;;;;;;;;;;;;;;;;;;2.9;2.3;1.4;3.5;;;;23;;;;6.0;1.6;7.6;15;1.6;6.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R10MC96B_04-05;Mareano (2006- );2006;612;R10MC96;R10;MC;96;B;4;5;21.45365;71.21042;2;-322.08;2011-4;1.2;2.5;1.4;;7.7;;;;;8.1;<0.5;<0.5;;;;;;;<0.5;;<0.5;4.6;<0.5;5.7;4.2;3.6;0.60;0.90;0.80;;;;;;;;;;;;;;;;;;2.2;2.0;1.2;2.7;;;;19;;;;5.2;1.5;9.8;15;1.6;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R10MC96B_06-07;Mareano (2006- );2006;612;R10MC96;R10;MC;96;B;6;7;21.45365;71.21042;2;-322.08;2011-4;1.2;2.2;1.3;;6.7;;;;;7.1;<0.5;<0.5;;;;;;;<0.5;;<0.5;3.9;<0.5;5.1;4.0;3.7;0.50;0.90;0.60;;;;;;;;;;;;;;;;;;1.5;1.7;0.80;1.7;;;;9.7;;;;3.6;1.1;11;5.6;0.80;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R10MC96B_08-09;Mareano (2006- );2006;612;R10MC96;R10;MC;96;B;8;9;21.45365;71.21042;2;-322.08;2011-4;0.90;2.1;1.3;;7.9;;;;;9.6;<0.5;<0.5;;;;;;;<0.5;;<0.5;3.9;<0.5;5.7;4.7;5.2;0.70;1.3;1.1;;;;;;;;;;;;;;;;;;1.6;2.2;0.90;1.5;;;;8.7;;;;4.2;1.4;15;4.5;0.70;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R10MC96B_10-11;Mareano (2006- );2006;612;R10MC96;R10;MC;96;B;10;11;21.45365;71.21042;2;-322.08;2011-4;0.80;1.9;1.3;;7.6;;;;;10;<0.5;<0.5;;;;;;;<0.5;;<0.5;3.4;<0.5;6.1;5.1;5.4;0.60;1.3;1.0;;;;;;;;;;;;;;;;;;1.5;3.0;0.90;1.1;;;;8.0;;;;4.3;2.0;20;3.4;0.60;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R10MC96B_12-13;Mareano (2006- );2006;612;R10MC96;R10;MC;96;B;12;13;21.45365;71.21042;2;-322.08;2011-4;1.2;2.5;1.7;;10;;;;;13;<0.5;<0.5;;;;;;;0.70;;<0.5;4.2;<0.5;7.4;6.4;7.7;0.90;1.8;1.4;;;;;;;;;;;;;;;;;;1.8;3.4;1.2;1.5;;;;8.9;;;;4.9;2.7;28;4.3;0.80;8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R10MC96B_14-15;Mareano (2006- );2006;612;R10MC96;R10;MC;96;B;14;15;21.45365;71.21042;2;-322.08;2011-4;0.70;2.3;1.7;;13;;;;;18;<0.5;<0.5;;;;;;;0.80;;<0.5;4.4;<0.5;8.2;7.7;9.1;0.90;2.1;1.8;;;;;;;;;;;;;;;;;;2.0;3.7;1.2;1.5;;;;10;;;;5.8;3.2;33;3.5;<0.5;7.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006612R10MC96B_16-17;Mareano (2006- );2006;612;R10MC96;R10;MC;96;B;16;17;21.45365;71.21042;2;-322.08;2011-4;1.4;3.5;2.5;;16;;;;;22;<0.5;<0.5;;;;;;;1.0;;<0.5;6.0;<0.5;11;9.9;12;1.2;2.8;2.6;;;;;;;;;;;;;;;;;;2.7;4.6;1.9;2.0;;;;12;;;;7.3;4.3;47;6.1;1.2;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
